Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institution - Persons,Population attending educational institution - Males,Population attending educational institution - Females,Illiterates - Persons,Illiterates - Males,Illiterates - Females,Literates - Persons,Literates - Males,Literates - Females,Educational level - Literate without education level - Persons,Educational level - Literate without education level - Males,Educational level - Literate without education level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Persons,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Males,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females
C3311,29,000,State - KARNATAKA,Total,60+,5791032,2747072,3043960,103641,51423,52218,62617,22678,39939,41024,28745,12279,4698,2957,1741,1123,693,430,1079,637,442,394,248,146,569,399,170,9032,5529,3503,1135,980,155,2744,2158,586,19248,14472,4776
C3311,29,000,State - KARNATAKA,Total,Age not stated,45851,25410,20441,3335,2192,1143,699,337,362,2636,1855,781,109,73,36,16,7,9,9,4,5,8,4,4,12,7,5,1022,659,363,38,21,17,147,112,35,1228,939,289
C3311,29,000,State - KARNATAKA,Rural,All ages,37469335,18929354,18539981,8517268,4587309,3929959,885266,427092,458174,7632002,4160217,3471785,124819,72090,52729,2428133,1262165,1165968,2014244,1058635,955609,1259488,683243,576245,752373,408109,344264,696699,418741,277958,21941,17658,4283,105662,84276,21386,209101,143215,65886
C3311,29,000,State - KARNATAKA,Rural,0-4,3179495,1625896,1553599,138333,70357,67976,138333,70357,67976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,5,691487,357900,333587,129615,67308,62307,129615,67308,62307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,6,646663,333273,313390,287192,148304,138888,287192,148304,138888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,7,631368,324548,306820,531873,274834,257039,58334,29893,28441,473539,244941,228598,7465,4021,3444,463162,239337,223825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,8,667973,341778,326195,620043,318963,301080,20797,10288,10509,599246,308675,290571,6463,3534,2929,591637,304528,287109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,9,672128,343118,329010,632372,324693,307679,10780,5124,5656,621592,319569,302023,6152,3322,2830,578113,297888,280225,36492,17934,18558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,10,776384,398223,378161,716876,370475,346401,10072,4707,5365,706804,365768,341036,7326,4004,3322,512853,267819,245034,185769,93489,92280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,11,710668,363973,346695,661591,341674,319917,7035,3285,3750,654556,338389,316167,6499,3504,2995,178084,94862,83222,469216,239648,229568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,12,744498,382923,361575,667641,348712,318929,6535,3012,3523,661106,345700,315406,6954,3793,3161,44863,24924,19939,567154,296130,271024,41418,20453,20965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,13,696674,359889,336785,616732,324478,292254,5493,2572,2921,611239,321906,289333,6597,3622,2975,12648,6915,5733,421781,225510,196271,169555,85513,84042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,14,734251,384717,349534,606618,324926,281692,5370,2510,2860,601248,322416,278832,6423,3633,2790,7302,3997,3305,177276,98983,78293,409542,215403,194139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,15,741382,392971,348411,552244,299592,252652,4834,2254,2580,547410,297338,250072,6026,3445,2581,5269,2945,2324,49048,28146,20902,372403,204058,168345,114044,58389,55655,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,16,724778,384180,340598,458037,250627,207410,4165,1919,2246,453872,248708,205164,5155,3041,2114,4624,2574,2050,21983,12667,9316,159775,92492,67283,261760,137600,124160,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,17,646553,346121,300432,356996,199600,157396,3231,1591,1640,353765,198009,155756,4301,2634,1667,3462,1984,1478,12606,7052,5554,41198,25224,15974,291679,160767,130912,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Rural,18,876891,467781,409110,341081,200211,140870,3990,1922,2068,337091,198289,138802,5664,3505,2159,4562,2594,1968,14489,7947,6542,21889,13667,8222,35437,21608,13829,230489,129267,101222,3768,2830,938,20097,16431,3666,0,0,0
C3311,29,000,State - KARNATAKA,Rural,19,668660,342756,325904,226144,133491,92653,2728,1258,1470,223416,132233,91183,4990,2953,2037,3553,1916,1637,10780,5762,5018,10945,6558,4387,14649,8843,5806,155699,88372,67327,3828,2884,944,18450,14601,3849,0,0,0
C3311,29,000,State - KARNATAKA,Rural,20-24,3549425,1849584,1699841,614687,389407,225280,13039,5612,7427,601648,383795,217853,16350,10744,5606,14423,7835,6588,44236,23407,20829,31475,19038,12437,33097,19732,13365,268295,170498,97797,11295,9269,2026,51478,40330,11148,128874,81432,47442
C3311,29,000,State - KARNATAKA,Rural,25-29,3283508,1645487,1638021,96346,64822,31524,14476,5071,9405,81870,59751,22119,5544,3556,1988,442,233,209,684,353,331,357,222,135,463,298,165,19802,13967,5835,1630,1416,214,8075,6582,1493,43835,32330,11505
C3311,29,000,State - KARNATAKA,Rural,30-34,2657749,1332397,1325352,45526,27187,18339,15353,5445,9908,30173,21742,8431,4063,2340,1723,414,200,214,505,249,256,283,170,113,318,210,108,7326,5137,2189,569,502,67,2605,2180,425,13048,9945,3103
C3311,29,000,State - KARNATAKA,Rural,35-59,10245902,5105753,5140149,154912,80321,74591,93633,36084,57549,61279,44237,17042,15264,8107,7157,1974,1095,879,1700,993,707,521,350,171,779,533,246,12346,9660,2686,715,641,74,4154,3456,698,20734,17349,3385
C3311,29,000,State - KARNATAKA,Rural,60+,3897069,1832133,2064936,61153,26601,34552,49760,18332,31428,11393,8269,3124,3522,2287,1235,741,515,226,521,363,158,125,94,31,143,126,17,2369,1624,745,126,108,18,728,636,92,2419,2035,384
C3311,29,000,State - KARNATAKA,Rural,Age not stated,25829,13953,11876,1256,726,530,501,244,257,755,482,273,61,45,16,7,4,3,4,2,2,2,1,1,4,3,1,373,216,157,10,8,2,75,60,15,191,124,67
C3311,29,000,State - KARNATAKA,Urban,All ages,23625962,12037303,11588659,5958160,3137966,2820194,532300,264866,267434,5425860,2873100,2552760,73633,41771,31862,1369463,716865,652598,1169436,603010,566426,760669,391430,369239,624483,312208,312275,769297,402309,366988,41461,30390,11071,101209,74021,27188,504752,294056,210696
C3311,29,000,State - KARNATAKA,Urban,0-4,1867224,956128,911096,107137,55056,52081,107137,55056,52081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,5,395835,204919,190916,107037,55224,51813,107037,55224,51813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,6,380329,197175,183154,183432,94634,88798,183432,94634,88798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,7,387679,199283,188396,331301,170141,161160,24764,12730,12034,306537,157411,149126,4023,2207,1816,301038,154387,146651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,8,387144,198843,188301,360086,185168,174918,9713,4769,4944,350373,180399,169974,3434,1929,1505,346207,178055,168152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,9,380903,195833,185070,358044,184402,173642,5720,2710,3010,352324,181692,170632,3195,1806,1389,316591,164038,152553,31997,15530,16467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,10,447667,231557,216110,415048,214920,200128,5710,2765,2945,409338,212155,197183,3810,2157,1653,259173,137612,121561,145772,72036,73736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,11,415034,211965,203069,387655,198318,189337,4048,1898,2150,383607,196420,187187,3514,1972,1542,89442,49382,40060,290180,144793,145387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,12,415346,213102,202244,381266,195884,185382,3404,1603,1801,377862,194281,183581,3585,1998,1587,24324,14567,9757,312844,160276,152568,36662,17204,19458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,13,394730,202113,192617,359890,184583,175307,2964,1322,1642,356926,183261,173665,3419,1881,1538,7269,4442,2827,214638,113339,101299,131158,63331,67827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,14,401394,206825,194569,352623,181209,171414,2762,1242,1520,349861,179967,169894,3010,1690,1320,3755,2220,1535,81404,45629,35775,261295,130218,131077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,15,403870,209241,194629,333037,171737,161300,2704,1207,1497,330333,170530,159803,2923,1607,1316,2471,1481,990,25351,15043,10308,191332,100416,90916,107868,51751,56117,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,16,405017,208758,196259,307190,157291,149899,2478,1085,1393,304712,156206,148506,2889,1591,1298,2462,1390,1072,11936,6809,5127,75152,42359,32793,211866,103808,108058,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,17,401725,205643,196082,277241,141823,135418,2450,1036,1414,274791,140787,134004,2948,1649,1299,2490,1400,1090,7537,4279,3258,22602,13440,9162,238848,119804,119044,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Urban,18,504471,256836,247635,283032,147131,135901,2606,1124,1482,280426,146007,134419,4470,2415,2055,2494,1413,1081,7931,4370,3561,12158,7193,4965,21387,12063,9324,211014,103540,107474,5891,3993,1898,14587,10721,3866,0,0,0
C3311,29,000,State - KARNATAKA,Urban,19,453930,227761,226169,235611,123426,112185,2188,966,1222,233423,122460,110963,4599,2591,2008,2242,1263,979,6778,3578,3200,7055,4070,2985,10821,6081,4740,180356,89666,90690,6211,4303,1908,14904,10609,4295,0,0,0
C3311,29,000,State - KARNATAKA,Urban,20-24,2503133,1260002,1243131,733021,409340,323681,8850,3829,5021,724171,405511,318660,16632,9784,6848,7472,4197,3275,28650,14977,13673,21089,11883,9206,29183,15825,13358,305684,166651,139033,17683,12831,4852,45418,32594,12824,250609,135656,114953
C3311,29,000,State - KARNATAKA,Urban,25-29,2488098,1233767,1254331,159343,95121,64222,7067,2922,4145,152276,92199,60077,3695,2285,1410,313,162,151,828,445,383,519,315,204,1061,644,417,26287,15418,10869,4148,3173,975,10092,7723,2369,104694,61568,43126
C3311,29,000,State - KARNATAKA,Urban,30-34,2040631,1057197,983434,75961,45098,30863,6228,2698,3530,69733,42400,27333,1758,1037,721,259,130,129,643,330,313,381,238,143,783,508,275,12245,6898,5347,2366,1779,587,4677,3671,1006,46165,27452,18713
C3311,29,000,State - KARNATAKA,Urban,35-59,6637817,3433959,3203858,165638,101172,64466,27983,11607,16376,137655,89565,48090,4505,2474,2031,1070,545,525,2384,1300,1084,991,606,385,2232,1447,785,26399,15788,10611,4125,3426,699,9443,7129,2314,85418,56128,29290
C3311,29,000,State - KARNATAKA,Urban,60+,1893963,914939,979024,42488,24822,17666,12857,4346,8511,29631,20476,9155,1176,670,506,382,178,204,558,274,284,269,154,115,426,273,153,6663,3905,2758,1009,872,137,2016,1522,494,16829,12437,4392
C3311,29,000,State - KARNATAKA,Urban,Age not stated,20022,11457,8565,2079,1466,613,198,93,105,1881,1373,508,48,28,20,9,3,6,5,2,3,6,3,3,8,4,4,649,443,206,28,13,15,72,52,20,1037,815,222
C3311,30,000,State - GOA,Total,All ages,1458545,739140,719405,384338,196455,187883,59100,26055,33045,325238,170400,154838,3990,2273,1717,79944,41691,38253,69790,36922,32868,45035,23871,21164,41464,21351,20113,37638,19239,18399,454,296,158,7368,5024,2344,38608,19238,19370
C3311,30,000,State - GOA,Total,0-4,101203,52017,49186,11013,5678,5335,11013,5678,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,5,22128,11525,10603,8488,4465,4023,8488,4465,4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,6,21280,10918,10362,11612,5998,5614,11612,5998,5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,7,21365,11068,10297,18627,9649,8978,1782,932,850,16845,8717,8128,315,167,148,16397,8490,7907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,8,20261,10515,9746,19027,9877,9150,619,314,305,18408,9563,8845,243,145,98,18108,9387,8721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,9,20934,10646,10288,19880,10102,9778,432,217,215,19448,9885,9563,219,119,100,18180,9245,8935,1006,498,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,10,23764,12265,11499,22434,11621,10813,407,206,201,22027,11415,10612,228,139,89,15512,8094,7418,6232,3147,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,11,22821,11821,11000,21639,11229,10410,282,145,137,21357,11084,10273,280,152,128,6097,3331,2766,14942,7586,7356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,12,21334,11171,10163,20101,10534,9567,214,101,113,19887,10433,9454,222,124,98,1847,1087,760,16718,8688,8030,1067,517,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,13,21458,11002,10456,20130,10382,9748,200,108,92,19930,10274,9656,235,139,96,792,462,330,13952,7226,6726,4916,2429,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,14,21612,11158,10454,20021,10400,9621,196,97,99,19825,10303,9522,221,121,100,420,261,159,6587,3728,2859,12571,6179,6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,15,21859,11343,10516,19652,10230,9422,197,80,117,19455,10150,9305,216,124,92,261,152,109,2949,1788,1161,9797,5150,4647,6190,2914,3276,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,16,21041,11005,10036,18233,9563,8670,161,85,76,18072,9478,8594,187,101,86,241,136,105,1574,956,618,5348,2997,2351,10697,5277,5420,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,17,21037,10844,10193,16923,8700,8223,172,91,81,16751,8609,8142,188,102,86,231,118,113,934,533,401,3108,1834,1274,12253,6001,6252,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Total,18,24876,13363,11513,17276,9179,8097,242,130,112,17034,9049,7985,215,142,73,302,142,160,822,523,299,2079,1257,822,3972,2283,1689,8437,3938,4499,64,40,24,1092,697,395,0,0,0
C3311,30,000,State - GOA,Total,19,25062,13520,11542,15352,7926,7426,224,107,117,15128,7819,7309,198,116,82,312,150,162,642,384,258,1445,840,605,2376,1402,974,8871,4122,4749,53,38,15,1180,742,438,0,0,0
C3311,30,000,State - GOA,Total,20-24,130745,70616,60129,48002,25723,22279,1192,538,654,46810,25185,21625,581,342,239,1106,568,538,3309,1808,1501,4624,2627,1997,5812,3384,2428,16692,9094,7598,217,142,75,3542,2461,1081,10744,4660,6084
C3311,30,000,State - GOA,Total,25-29,132626,67744,64882,10468,4995,5473,1371,551,820,9097,4444,4653,138,86,52,12,4,8,16,8,8,18,8,10,38,21,17,1218,704,514,44,24,20,497,339,158,7085,3230,3855
C3311,30,000,State - GOA,Total,30-34,125859,63471,62388,7474,3545,3929,1335,538,797,6139,3007,3132,45,29,16,8,5,3,21,11,10,13,9,4,34,19,15,714,373,341,19,16,3,305,201,104,4969,2340,2629
C3311,30,000,State - GOA,Total,35-59,471691,237715,233976,26111,12167,13944,10138,3228,6910,15973,8939,7034,163,86,77,66,32,34,51,26,25,40,19,21,74,41,33,1480,859,621,45,29,16,657,513,144,13350,7309,6041
C3311,30,000,State - GOA,Total,60+,163495,74315,89180,11720,4420,7300,8748,2425,6323,2972,1995,977,94,37,57,51,26,25,35,12,23,8,4,4,18,9,9,201,134,67,12,7,5,91,67,24,2427,1681,746
C3311,30,000,State - GOA,Total,Age not stated,2094,1098,996,155,72,83,75,21,54,80,51,29,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,25,15,10,0,0,0,4,4,0,33,18,15
C3311,30,000,State - GOA,Rural,All ages,551731,275436,276295,139443,70029,69414,23335,9716,13619,116108,60313,55795,1556,874,682,30289,15586,14703,26839,14052,12787,17877,9316,8561,14993,7750,7243,12112,6069,6043,129,87,42,2525,1727,798,9458,4693,4765
C3311,30,000,State - GOA,Rural,0-4,37839,19432,18407,3765,1926,1839,3765,1926,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,5,8259,4335,3924,2891,1532,1359,2891,1532,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,6,7916,4005,3911,4207,2150,2057,4207,2150,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,7,7946,4093,3853,6894,3549,3345,664,346,318,6230,3203,3027,122,69,53,6060,3111,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,8,7468,3821,3647,7038,3591,3447,203,104,99,6835,3487,3348,85,42,43,6730,3436,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,9,7775,3911,3864,7417,3722,3695,122,59,63,7295,3663,3632,82,39,43,6858,3443,3415,343,176,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,10,8934,4509,4425,8456,4281,4175,112,59,53,8344,4222,4122,97,58,39,6032,3077,2955,2193,1072,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,11,8504,4289,4215,8105,4090,4015,91,45,46,8014,4045,3969,112,58,54,2395,1280,1115,5498,2703,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,12,7932,4146,3786,7505,3922,3583,80,34,46,7425,3888,3537,88,49,39,734,435,299,6238,3226,3012,354,170,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,13,8091,4167,3924,7637,3952,3685,75,38,37,7562,3914,3648,89,56,33,320,182,138,5501,2842,2659,1637,828,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,14,8205,4193,4012,7660,3928,3732,62,27,35,7598,3901,3697,90,45,45,185,113,72,2744,1561,1183,4567,2177,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,15,8123,4133,3990,7350,3759,3591,61,26,35,7289,3733,3556,93,47,46,107,65,42,1315,768,547,3724,1904,1820,2037,941,1096,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,16,7912,4129,3783,6846,3591,3255,55,27,28,6791,3564,3227,83,47,36,84,50,34,670,399,271,2274,1248,1026,3668,1814,1854,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,17,8058,4145,3913,6393,3306,3087,67,39,28,6326,3267,3059,75,46,29,81,43,38,428,232,196,1478,866,612,4249,2072,2177,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Rural,18,9116,4815,4301,6259,3355,2904,79,35,44,6180,3320,2860,78,51,27,113,50,63,335,214,121,945,547,398,1605,906,699,2667,1274,1393,21,15,6,402,257,145,0,0,0
C3311,30,000,State - GOA,Rural,19,9162,4778,4384,5543,2867,2676,73,38,35,5470,2829,2641,81,53,28,103,54,49,264,165,99,709,389,320,995,600,395,2822,1262,1560,16,12,4,460,289,171,0,0,0
C3311,30,000,State - GOA,Rural,20-24,47290,24590,22700,16608,8767,7841,381,174,207,16227,8593,7634,227,132,95,414,204,210,1261,669,592,2162,1172,990,2376,1388,988,5378,2804,2574,64,42,22,1257,887,370,3031,1270,1761
C3311,30,000,State - GOA,Rural,25-29,49917,25250,24667,3062,1497,1565,438,177,261,2624,1320,1304,50,29,21,4,1,3,7,4,3,7,3,4,13,8,5,389,228,161,11,4,7,168,120,48,1966,917,1049
C3311,30,000,State - GOA,Rural,30-34,48264,24210,24054,2174,1012,1162,478,164,314,1696,848,848,11,6,5,5,4,1,4,3,1,5,4,1,15,5,10,274,147,127,5,5,0,72,48,24,1301,625,676
C3311,30,000,State - GOA,Rural,35-59,178315,88915,89400,8351,3449,4902,4802,1379,3423,3549,2070,1479,50,28,22,33,18,15,22,12,10,11,5,6,31,15,16,517,305,212,9,7,2,141,107,34,2721,1568,1153
C3311,30,000,State - GOA,Rural,60+,65787,29086,36701,5208,1750,3458,4592,1327,3265,616,423,193,43,19,24,30,19,11,16,6,10,4,3,1,4,1,3,54,41,13,3,2,1,24,18,6,424,307,117
C3311,30,000,State - GOA,Rural,Age not stated,918,484,434,74,33,41,37,10,27,37,23,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,8,3,0,0,0,1,1,0,15,6,9
C3311,30,000,State - GOA,Urban,All ages,906814,463704,443110,244895,126426,118469,35765,16339,19426,209130,110087,99043,2434,1399,1035,49655,26105,23550,42951,22870,20081,27158,14555,12603,26471,13601,12870,25526,13170,12356,325,209,116,4843,3297,1546,29150,14545,14605
C3311,30,000,State - GOA,Urban,0-4,63364,32585,30779,7248,3752,3496,7248,3752,3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,5,13869,7190,6679,5597,2933,2664,5597,2933,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,6,13364,6913,6451,7405,3848,3557,7405,3848,3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,7,13419,6975,6444,11733,6100,5633,1118,586,532,10615,5514,5101,193,98,95,10337,5379,4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,8,12793,6694,6099,11989,6286,5703,416,210,206,11573,6076,5497,158,103,55,11378,5951,5427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,9,13159,6735,6424,12463,6380,6083,310,158,152,12153,6222,5931,137,80,57,11322,5802,5520,663,322,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,10,14830,7756,7074,13978,7340,6638,295,147,148,13683,7193,6490,131,81,50,9480,5017,4463,4039,2075,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,11,14317,7532,6785,13534,7139,6395,191,100,91,13343,7039,6304,168,94,74,3702,2051,1651,9444,4883,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,12,13402,7025,6377,12596,6612,5984,134,67,67,12462,6545,5917,134,75,59,1113,652,461,10480,5462,5018,713,347,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,13,13367,6835,6532,12493,6430,6063,125,70,55,12368,6360,6008,146,83,63,472,280,192,8451,4384,4067,3279,1601,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,14,13407,6965,6442,12361,6472,5889,134,70,64,12227,6402,5825,131,76,55,235,148,87,3843,2167,1676,8004,4002,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,15,13736,7210,6526,12302,6471,5831,136,54,82,12166,6417,5749,123,77,46,154,87,67,1634,1020,614,6073,3246,2827,4153,1973,2180,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,16,13129,6876,6253,11387,5972,5415,106,58,48,11281,5914,5367,104,54,50,157,86,71,904,557,347,3074,1749,1325,7029,3463,3566,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,17,12979,6699,6280,10530,5394,5136,105,52,53,10425,5342,5083,113,56,57,150,75,75,506,301,205,1630,968,662,8004,3929,4075,0,0,0,0,0,0,0,0,0,0,0,0
C3311,30,000,State - GOA,Urban,18,15760,8548,7212,11017,5824,5193,163,95,68,10854,5729,5125,137,91,46,189,92,97,487,309,178,1134,710,424,2367,1377,990,5770,2664,3106,43,25,18,690,440,250,0,0,0
