Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institution - Persons,Population attending educational institution - Males,Population attending educational institution - Females,Illiterates - Persons,Illiterates - Males,Illiterates - Females,Literates - Persons,Literates - Males,Literates - Females,Educational level - Literate without education level - Persons,Educational level - Literate without education level - Males,Educational level - Literate without education level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Persons,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Males,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females
C3311,14,000,State - MANIPUR,Total,Age not stated,7777,4232,3545,605,337,268,254,111,143,351,226,125,32,29,3,1,1,0,3,2,1,1,1,0,2,0,2,155,89,66,2,1,1,3,2,1,146,96,50
C3311,14,000,State - MANIPUR,Rural,All ages,2021640,1026884,994756,631097,334265,296832,104534,53477,51057,526563,280788,245775,5357,3231,2126,136141,70991,65150,128214,66868,61346,105658,54991,50667,68353,36669,31684,54105,30405,23700,105,81,24,1075,495,580,26489,16444,10045
C3311,14,000,State - MANIPUR,Rural,0-4,186405,97094,89311,17353,9088,8265,17353,9088,8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,5,43475,22425,21050,19216,9990,9226,19216,9990,9226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,6,44066,22924,21142,25589,13418,12171,25589,13418,12171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,7,44012,22522,21490,34307,17679,16628,8913,4512,4401,25394,13167,12227,352,200,152,24941,12916,12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,8,44147,22722,21425,37159,19246,17913,6670,3395,3275,30489,15851,14638,279,153,126,30142,15663,14479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,9,39720,20519,19201,34361,17880,16481,4749,2396,2353,29612,15484,14128,255,150,105,23076,12048,11028,6225,3257,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,10,50337,26125,24212,43679,22842,20837,4741,2388,2353,38938,20454,18484,295,168,127,23633,12427,11206,14953,7827,7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,11,43713,22732,20981,38638,20196,18442,3151,1676,1475,35487,18520,16967,274,152,122,13657,7132,6525,21489,11199,10290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,12,48016,24906,23110,42375,22249,20126,2610,1374,1236,39765,20875,18890,262,144,118,8730,4663,4067,24772,12945,11827,5940,3084,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,13,44150,22690,21460,38997,20181,18816,1654,806,848,37343,19375,17968,254,145,109,4533,2362,2171,20227,10563,9664,12277,6280,5997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,14,44626,22761,21865,38409,19825,18584,1175,570,605,37234,19255,17979,229,135,94,2271,1222,1049,13825,7158,6667,20864,10718,10146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,15,46177,23624,22553,37889,19673,18216,915,477,438,36974,19196,17778,225,119,106,1350,668,682,9261,4893,4368,18128,9349,8779,7954,4139,3815,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,16,42105,21324,20781,32903,17014,15889,670,304,366,32233,16710,15523,197,108,89,841,433,408,5454,2788,2666,13629,7021,6608,12071,6337,5734,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,17,38640,19511,19129,27988,14639,13349,522,219,303,27466,14420,13046,184,97,87,517,258,259,3056,1579,1477,9339,4817,4522,14326,7647,6679,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Rural,18,48729,24691,24038,31351,16778,14573,580,289,291,30771,16489,14282,230,125,105,503,211,292,2708,1441,1267,8919,4775,4144,10413,5615,4798,7882,4257,3625,14,10,4,47,24,23,0,0,0
C3311,14,000,State - MANIPUR,Rural,19,37388,18756,18632,21805,11724,10081,353,154,199,21452,11570,9882,138,80,58,382,194,188,1489,752,737,4883,2576,2307,6444,3487,2957,7995,4432,3563,7,3,4,80,32,48,0,0,0
C3311,14,000,State - MANIPUR,Rural,20-24,204739,102223,102516,75630,42017,33613,1289,588,701,74341,41429,32912,769,457,312,1260,634,626,4463,2303,2160,11325,6158,5167,16752,9195,7557,28466,16038,12428,37,29,8,561,259,302,10565,6267,4298
C3311,14,000,State - MANIPUR,Rural,25-29,188887,93626,95261,15089,8718,6371,762,316,446,14327,8402,5925,291,220,71,66,24,42,48,24,24,80,38,42,115,71,44,5638,3161,2477,18,14,4,237,100,137,7779,4710,3069
C3311,14,000,State - MANIPUR,Rural,30-34,151922,76143,75779,6387,3791,2596,569,228,341,5818,3563,2255,198,126,72,45,26,19,50,24,26,51,28,23,86,51,35,1915,1115,800,7,5,2,60,27,33,3360,2124,1236
C3311,14,000,State - MANIPUR,Rural,35-59,493119,249401,243718,9713,5933,3780,2007,815,1192,7706,5118,2588,678,477,201,151,79,72,148,80,68,189,121,68,176,115,61,1896,1191,705,13,12,1,81,48,33,4311,2955,1356
C3311,14,000,State - MANIPUR,Rural,60+,131615,67022,64593,1832,1138,694,857,386,471,975,752,223,216,146,70,42,30,12,44,33,11,33,25,8,14,12,2,197,141,56,8,8,0,8,5,3,394,336,58
C3311,14,000,State - MANIPUR,Rural,Age not stated,5652,3143,2509,427,246,181,189,88,101,238,158,80,31,29,2,1,1,0,2,2,0,1,1,0,2,0,2,116,70,46,1,0,1,1,0,1,80,52,28
C3311,14,000,State - MANIPUR,Urban,All ages,834154,411702,422452,253451,130253,123198,31234,15666,15568,222217,114587,107630,1485,759,726,50407,25951,24456,46034,23234,22800,42529,21504,21025,30449,15768,14681,27644,14607,13037,125,79,46,1335,572,763,21800,11891,9909
C3311,14,000,State - MANIPUR,Urban,0-4,70277,36066,34211,5805,2996,2809,5805,2996,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,5,15604,7983,7621,6828,3506,3322,6828,3506,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,6,15530,7992,7538,9116,4709,4407,9116,4709,4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,7,15455,7763,7692,12923,6531,6392,2230,1148,1082,10693,5383,5310,134,71,63,10521,5295,5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,8,15265,7749,7516,13763,7019,6744,1461,725,736,12302,6294,6008,108,55,53,12159,6223,5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,9,13969,7167,6802,12899,6634,6265,1050,524,526,11849,6110,5739,91,45,46,9493,4927,4566,2256,1132,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,10,17404,9037,8367,16066,8368,7698,949,480,469,15117,7888,7229,101,52,49,8850,4669,4181,6147,3159,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,11,15817,8049,7768,14902,7590,7312,645,293,352,14257,7297,6960,83,36,47,4493,2306,2187,9658,4942,4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,12,16903,8474,8429,15896,8017,7879,487,225,262,15409,7792,7617,80,42,38,2273,1186,1087,10342,5219,5123,2695,1334,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,13,16406,8153,8253,15417,7687,7730,303,139,164,15114,7548,7566,80,42,38,1026,540,486,7770,3856,3914,6225,3104,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,14,16391,8219,8172,15126,7616,7510,208,98,110,14918,7518,7400,83,44,39,430,223,207,4299,2160,2139,10087,5079,5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,15,16503,8288,8215,14718,7441,7277,175,77,98,14543,7364,7179,69,37,32,267,130,137,2111,1062,1049,8015,4045,3970,4068,2084,1984,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,16,14455,7205,7250,12586,6340,6246,123,54,69,12463,6286,6177,67,38,29,157,75,82,1050,528,522,4902,2506,2396,6260,3126,3134,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,17,13961,6953,7008,11554,5933,5621,92,42,50,11462,5891,5571,61,37,24,136,77,59,617,321,296,3109,1578,1531,7520,3866,3654,0,0,0,0,0,0,0,0,0,0,0,0
C3311,14,000,State - MANIPUR,Urban,18,16121,7868,8253,11861,6060,5801,104,43,61,11757,6017,5740,58,29,29,138,75,63,448,207,241,2480,1282,1198,3929,2077,1852,4600,2299,2301,11,8,3,71,24,47,0,0,0
C3311,14,000,State - MANIPUR,Urban,19,12929,6275,6654,8854,4509,4345,75,21,54,8779,4488,4291,47,23,24,86,54,32,260,129,131,1323,672,651,2395,1250,1145,4556,2309,2247,9,5,4,89,38,51,0,0,0
C3311,14,000,State - MANIPUR,Urban,20-24,77043,37364,39679,33645,17595,16050,306,125,181,33339,17470,15869,235,123,112,277,127,150,948,452,496,3441,1768,1673,6021,3224,2797,14127,7636,6491,53,31,22,668,284,384,7501,3785,3716
C3311,14,000,State - MANIPUR,Urban,25-29,81590,39262,42328,8411,4442,3969,245,97,148,8166,4345,3821,42,17,25,10,3,7,19,5,14,52,22,30,77,39,38,2273,1255,1018,25,13,12,246,92,154,5390,2885,2505
C3311,14,000,State - MANIPUR,Urban,30-34,69032,33535,35497,3766,2042,1724,165,71,94,3601,1971,1630,26,16,10,14,5,9,18,11,7,27,17,10,39,24,15,761,411,350,1,1,0,115,45,70,2589,1435,1154
C3311,14,000,State - MANIPUR,Urban,35-59,232969,114438,118531,7789,4276,3513,534,195,339,7255,4081,3174,77,35,42,51,21,30,70,33,37,139,78,61,117,62,55,1094,565,529,22,17,5,119,68,51,5547,3191,2356
C3311,14,000,State - MANIPUR,Urban,60+,68405,32773,35632,1348,851,497,268,75,193,1080,776,304,42,17,25,26,15,11,20,18,2,34,19,15,23,16,7,194,113,81,3,3,0,25,19,6,707,551,156
C3311,14,000,State - MANIPUR,Urban,Age not stated,2125,1089,1036,178,91,87,65,23,42,113,68,45,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,39,19,20,1,1,0,2,2,0,66,44,22
C3311,15,000,State - MIZORAM,Total,All ages,1097206,555339,541867,322454,166890,155564,36444,18563,17881,286010,148327,137683,1319,617,702,91077,47891,43186,70290,36694,33596,55773,28355,27418,30571,15205,15366,25213,12996,12217,93,43,50,408,196,212,10842,6111,4731
C3311,15,000,State - MIZORAM,Total,0-4,121233,61541,59692,7329,3617,3712,7329,3617,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,5,23855,12056,11799,9807,4969,4838,9807,4969,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,6,23443,11964,11479,14000,7201,6799,14000,7201,6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,7,24090,12123,11967,20851,10582,10269,2051,1065,986,18800,9517,9283,76,40,36,18657,9439,9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,8,23435,11951,11484,21437,11046,10391,819,429,390,20618,10617,10001,53,29,24,20519,10563,9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,9,22965,11794,11171,21420,11064,10356,459,245,214,20961,10819,10142,59,29,30,18370,9623,8747,2507,1156,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,10,25316,12805,12511,23413,11902,11511,410,194,216,23003,11708,11295,76,30,46,14728,7826,6902,8170,3839,4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,11,23390,11958,11432,21869,11278,10591,230,122,108,21639,11156,10483,51,34,17,7423,4143,3280,14147,6969,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,12,22986,11701,11285,21429,11035,10394,142,79,63,21287,10956,10331,55,21,34,4065,2247,1818,14885,7645,7240,2263,1037,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,13,22730,11631,11099,21050,10927,10123,123,66,57,20927,10861,10066,55,23,32,2393,1375,1018,11891,6401,5490,6569,3054,3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,14,22559,11431,11128,20192,10372,9820,88,42,46,20104,10330,9774,51,25,26,1279,750,529,7347,4157,3190,11406,5388,6018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,15,22365,11437,10928,18621,9672,8949,83,39,44,18538,9633,8905,54,28,26,706,393,313,3879,2292,1587,11311,5750,5561,2574,1159,1415,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,16,22353,11424,10929,17118,8821,8297,55,35,20,17063,8786,8277,42,17,25,464,255,209,2123,1239,884,9315,4868,4447,5108,2401,2707,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,17,21574,10973,10601,14602,7426,7176,60,30,30,14542,7396,7146,43,24,19,367,192,175,1185,699,486,5310,2899,2411,7625,3573,4052,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Total,18,22772,11468,11304,13107,6789,6318,46,27,19,13061,6762,6299,33,19,14,365,199,166,834,487,347,3026,1721,1305,5400,2717,2683,3371,1604,1767,5,2,3,16,7,9,0,0,0
C3311,15,000,State - MIZORAM,Total,19,21279,10605,10674,10783,5539,5244,40,19,21,10743,5520,5223,35,17,18,300,157,143,636,362,274,1789,1013,776,3494,1833,1661,4424,2115,2309,16,5,11,39,13,26,0,0,0
C3311,15,000,State - MIZORAM,Total,20-24,111708,55512,56196,34507,18135,16372,146,71,75,34361,18064,16297,141,64,77,1194,619,575,2563,1384,1179,4638,2536,2102,6247,3453,2794,14977,7772,7205,52,24,28,205,80,125,4312,2116,2196
C3311,15,000,State - MIZORAM,Total,25-29,102346,51390,50956,4726,2654,2072,114,61,53,4612,2593,2019,59,27,32,18,9,9,31,18,13,49,28,21,80,42,38,1437,850,587,11,6,5,63,34,29,2852,1573,1279
C3311,15,000,State - MIZORAM,Total,30-34,88374,44341,44033,2021,1190,831,82,48,34,1939,1142,797,56,24,32,16,5,11,14,6,8,31,20,11,18,11,7,342,216,126,2,1,1,16,11,5,1437,844,593
C3311,15,000,State - MIZORAM,Total,35-59,259172,132510,126662,3454,2252,1202,246,137,109,3208,2115,1093,206,105,101,99,49,50,61,31,30,55,34,21,23,14,9,603,392,211,3,3,0,60,44,16,2057,1417,640
C3311,15,000,State - MIZORAM,Total,60+,68628,34345,34283,702,406,296,112,66,46,590,340,250,174,61,113,114,47,67,17,9,8,11,7,4,2,2,0,54,42,12,4,2,2,9,7,2,175,154,21
C3311,15,000,State - MIZORAM,Total,Age not stated,633,379,254,16,13,3,2,1,1,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,7,2
C3311,15,000,State - MIZORAM,Rural,All ages,525435,269135,256300,140965,74951,66014,18091,9341,8750,122874,65610,57264,853,403,450,50776,27074,23702,34015,18136,15879,21519,11263,10256,8326,4335,3991,5126,2944,2182,13,5,8,58,37,21,1953,1289,664
C3311,15,000,State - MIZORAM,Rural,0-4,66972,34077,32895,3145,1610,1535,3145,1610,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,5,13420,6754,6666,4504,2305,2199,4504,2305,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,6,12992,6658,6334,6907,3600,3307,6907,3600,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,7,13359,6725,6634,10729,5488,5241,1290,668,622,9439,4820,4619,42,27,15,9360,4771,4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,8,12933,6635,6298,11190,5856,5334,604,313,291,10586,5543,5043,28,17,11,10529,5509,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,9,12192,6301,5891,10824,5670,5154,345,191,154,10479,5479,5000,36,17,19,9211,4903,4308,1218,553,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,10,13489,6855,6634,11925,6126,5799,326,146,180,11599,5980,5619,56,19,37,8012,4268,3744,3509,1682,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,11,12093,6280,5813,10790,5715,5075,170,90,80,10620,5625,4995,31,18,13,4911,2751,2160,5665,2848,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,12,11887,6023,5864,10583,5488,5095,111,58,53,10472,5430,5042,30,11,19,3173,1742,1431,6371,3286,3085,885,387,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,13,11569,5971,5598,10242,5411,4831,90,49,41,10152,5362,4790,34,15,19,1993,1138,855,5795,3124,2671,2320,1082,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,14,11050,5707,5343,9284,4948,4336,59,30,29,9225,4918,4307,28,12,16,1092,641,451,4201,2387,1814,3893,1873,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,15,10614,5543,5071,8039,4346,3693,44,20,24,7995,4326,3669,33,19,14,582,324,258,2533,1501,1032,4121,2163,1958,722,316,406,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,16,10330,5410,4920,6902,3738,3164,37,22,15,6865,3716,3149,28,9,19,355,201,154,1432,853,579,3636,1934,1702,1409,716,693,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,17,9710,5128,4582,5382,2924,2458,27,16,11,5355,2908,2447,19,11,8,248,132,116,798,481,317,2369,1335,1034,1915,944,971,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Rural,18,10128,5223,4905,4403,2489,1914,22,11,11,4381,2478,1903,15,9,6,227,131,96,540,329,211,1486,880,606,1381,737,644,723,388,335,2,0,2,1,0,1,0,0,0
C3311,15,000,State - MIZORAM,Rural,19,9475,4696,4779,3291,1808,1483,20,6,14,3271,1802,1469,17,8,9,179,94,85,389,234,155,822,474,348,958,499,459,895,488,407,4,1,3,2,1,1,0,0,0
C3311,15,000,State - MIZORAM,Rural,20-24,50969,25314,25655,10024,5657,4367,81,43,38,9943,5614,4329,87,35,52,773,409,364,1524,837,687,1946,1110,836,1916,1108,808,2966,1708,1258,6,3,3,26,14,12,687,383,304
C3311,15,000,State - MIZORAM,Rural,25-29,46384,23442,22942,980,595,385,63,30,33,917,565,352,41,16,25,10,5,5,13,9,4,15,8,7,17,9,8,304,192,112,0,0,0,12,9,3,501,316,185
C3311,15,000,State - MIZORAM,Rural,30-34,38740,19801,18939,485,306,179,51,29,22,434,277,157,47,17,30,9,3,6,4,0,4,7,4,3,2,2,0,66,46,20,0,0,0,2,2,0,293,202,91
C3311,15,000,State - MIZORAM,Rural,35-59,114353,59677,54676,1035,712,323,125,65,60,910,647,263,171,93,78,58,29,29,21,10,11,18,12,6,5,3,2,157,110,47,0,0,0,11,9,2,448,366,82
C3311,15,000,State - MIZORAM,Rural,60+,32496,16761,15735,296,155,141,70,39,31,226,116,110,110,50,60,54,23,31,2,2,0,1,1,0,1,1,0,13,10,3,1,1,0,4,2,2,21,20,1
C3311,15,000,State - MIZORAM,Rural,Age not stated,280,154,126,5,4,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1
C3311,15,000,State - MIZORAM,Urban,All ages,571771,286204,285567,181489,91939,89550,18353,9222,9131,163136,82717,80419,466,214,252,40301,20817,19484,36275,18558,17717,34254,17092,17162,22245,10870,11375,20087,10052,10035,80,38,42,350,159,191,8889,4822,4067
C3311,15,000,State - MIZORAM,Urban,0-4,54261,27464,26797,4184,2007,2177,4184,2007,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,5,10435,5302,5133,5303,2664,2639,5303,2664,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,6,10451,5306,5145,7093,3601,3492,7093,3601,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,7,10731,5398,5333,10122,5094,5028,761,397,364,9361,4697,4664,34,13,21,9297,4668,4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,8,10502,5316,5186,10247,5190,5057,215,116,99,10032,5074,4958,25,12,13,9990,5054,4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,9,10773,5493,5280,10596,5394,5202,114,54,60,10482,5340,5142,23,12,11,9159,4720,4439,1289,603,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,10,11827,5950,5877,11488,5776,5712,84,48,36,11404,5728,5676,20,11,9,6716,3558,3158,4661,2157,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,11,11297,5678,5619,11079,5563,5516,60,32,28,11019,5531,5488,20,16,4,2512,1392,1120,8482,4121,4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,12,11099,5678,5421,10846,5547,5299,31,21,10,10815,5526,5289,25,10,15,892,505,387,8514,4359,4155,1378,650,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,13,11161,5660,5501,10808,5516,5292,33,17,16,10775,5499,5276,21,8,13,400,237,163,6096,3277,2819,4249,1972,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,14,11509,5724,5785,10908,5424,5484,29,12,17,10879,5412,5467,23,13,10,187,109,78,3146,1770,1376,7513,3515,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,15,11751,5894,5857,10582,5326,5256,39,19,20,10543,5307,5236,21,9,12,124,69,55,1346,791,555,7190,3587,3603,1852,843,1009,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,16,12023,6014,6009,10216,5083,5133,18,13,5,10198,5070,5128,14,8,6,109,54,55,691,386,305,5679,2934,2745,3699,1685,2014,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,17,11864,5845,6019,9220,4502,4718,33,14,19,9187,4488,4699,24,13,11,119,60,59,387,218,169,2941,1564,1377,5710,2629,3081,0,0,0,0,0,0,0,0,0,0,0,0
C3311,15,000,State - MIZORAM,Urban,18,12644,6245,6399,8704,4300,4404,24,16,8,8680,4284,4396,18,10,8,138,68,70,294,158,136,1540,841,699,4019,1980,2039,2648,1216,1432,3,2,1,15,7,8,0,0,0
C3311,15,000,State - MIZORAM,Urban,19,11804,5909,5895,7492,3731,3761,20,13,7,7472,3718,3754,18,9,9,121,63,58,247,128,119,967,539,428,2536,1334,1202,3529,1627,1902,12,4,8,37,12,25,0,0,0
C3311,15,000,State - MIZORAM,Urban,20-24,60739,30198,30541,24483,12478,12005,65,28,37,24418,12450,11968,54,29,25,421,210,211,1039,547,492,2692,1426,1266,4331,2345,1986,12011,6064,5947,46,21,25,179,66,113,3625,1733,1892
C3311,15,000,State - MIZORAM,Urban,25-29,55962,27948,28014,3746,2059,1687,51,31,20,3695,2028,1667,18,11,7,8,4,4,18,9,9,34,20,14,63,33,30,1133,658,475,11,6,5,51,25,26,2351,1257,1094
C3311,15,000,State - MIZORAM,Urban,30-34,49634,24540,25094,1536,884,652,31,19,12,1505,865,640,9,7,2,7,2,5,10,6,4,24,16,8,16,9,7,276,170,106,2,1,1,14,9,5,1144,642,502
C3311,15,000,State - MIZORAM,Urban,35-59,144819,72833,71986,2419,1540,879,121,72,49,2298,1468,830,35,12,23,41,20,21,40,21,19,37,22,15,18,11,7,446,282,164,3,3,0,49,35,14,1609,1051,558
C3311,15,000,State - MIZORAM,Urban,60+,36132,17584,18548,406,251,155,42,27,15,364,224,140,64,11,53,60,24,36,15,7,8,10,6,4,1,1,0,41,32,9,3,1,2,5,5,0,154,134,20
