,State,Gender,Education,Year,Population
6962,Assam,Male,Primary,2004,771931.0
6963,Assam,Male,Primary,2005,793690.0
6964,Assam,Male,Primary,2006,815449.0
6965,Assam,Male,Primary,2007,837208.0
6966,Assam,Male,Primary,2008,858967.0
6967,Assam,Male,Primary,2009,880726.0
6968,Assam,Male,Primary,2010,902485.0
6969,Assam,Male,Primary,2012,945998.0
6970,Assam,Male,Primary,2013,967757.0
6971,Assam,Male,Primary,2014,989516.0
6972,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2001,2114.0
6973,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2011,8354.0
6974,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2002,2738.0
6975,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2003,3362.0
6976,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2004,3986.0
6977,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2005,4610.0
6978,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2006,5234.0
6979,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2007,5858.0
6980,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2008,6482.0
6981,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2009,7106.0
6982,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2010,7730.0
6983,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2012,8978.0
6984,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2013,9602.0
6985,Assam,Male,Technical Diploma Or Certificate Not Equal To Degree,2014,10226.0
6986,Assam,Male,Unclassified,2001,852.0
6987,Assam,Male,Unclassified,2011,6383.0
6988,Assam,Male,Unclassified,2002,1406.0
6989,Assam,Male,Unclassified,2003,1960.0
6990,Assam,Male,Unclassified,2004,2514.0
6991,Assam,Male,Unclassified,2005,3068.0
6992,Assam,Male,Unclassified,2006,3622.0
6993,Assam,Male,Unclassified,2007,4176.0
6994,Assam,Male,Unclassified,2008,4730.0
6995,Assam,Male,Unclassified,2009,5284.0
6996,Assam,Male,Unclassified,2010,5838.0
6997,Assam,Male,Unclassified,2012,6937.0
6998,Assam,Male,Unclassified,2013,7491.0
6999,Assam,Male,Unclassified,2014,8045.0
7000,Assam,Male,Illiterate,2001,359502.0
7001,Assam,Male,Illiterate,2011,407004.0
7002,Assam,Male,Illiterate,2002,364253.0
7003,Assam,Male,Illiterate,2003,369004.0
7004,Assam,Male,Illiterate,2004,373755.0
7005,Assam,Male,Illiterate,2005,378506.0
7006,Assam,Male,Illiterate,2006,383257.0
7007,Assam,Male,Illiterate,2007,388008.0
7008,Assam,Male,Illiterate,2008,392759.0
7009,Assam,Male,Illiterate,2009,397510.0
7010,Assam,Male,Illiterate,2010,402261.0
7011,Assam,Male,Illiterate,2012,411755.0
7012,Assam,Male,Illiterate,2013,416506.0
7013,Assam,Male,Illiterate,2014,421257.0
7014,Assam,Male,Literate,2001,2815959.0
7015,Assam,Male,Literate,2011,3495190.0
7016,Assam,Male,Literate,2002,2883883.0
7017,Assam,Male,Literate,2003,2951807.0
7018,Assam,Male,Literate,2004,3019731.0
7019,Assam,Male,Literate,2005,3087655.0
7020,Assam,Male,Literate,2006,3155579.0
7021,Assam,Male,Literate,2007,3223503.0
7022,Assam,Male,Literate,2008,3291427.0
7023,Assam,Male,Literate,2009,3359351.0
7024,Assam,Male,Literate,2010,3427275.0
7025,Assam,Male,Literate,2012,3563114.0
7026,Assam,Male,Literate,2013,3631038.0
7027,Assam,Male,Literate,2014,3698962.0
7028,Assam,Male,Population Attending Educational Institutions,2001,3175461.0
7029,Assam,Male,Population Attending Educational Institutions,2011,3902194.0
7030,Assam,Male,Population Attending Educational Institutions,2002,3248135.0
7031,Assam,Male,Population Attending Educational Institutions,2003,3320809.0
7032,Assam,Male,Population Attending Educational Institutions,2004,3393483.0
7033,Assam,Male,Population Attending Educational Institutions,2005,3466157.0
7034,Assam,Male,Population Attending Educational Institutions,2006,3538831.0
7035,Assam,Male,Population Attending Educational Institutions,2007,3611505.0
7036,Assam,Male,Population Attending Educational Institutions,2008,3684179.0
7037,Assam,Male,Population Attending Educational Institutions,2009,3756853.0
7038,Assam,Male,Population Attending Educational Institutions,2010,3829527.0
7039,Assam,Male,Population Attending Educational Institutions,2012,3974868.0
7040,Assam,Male,Population Attending Educational Institutions,2013,4047542.0
7041,Assam,Male,Population Attending Educational Institutions,2014,4120216.0
7042,Assam,Male,Total Population,2001,13777037.0
7043,Assam,Male,Total Population,2011,15939443.0
7044,Assam,Male,Total Population,2002,13993278.0
7045,Assam,Male,Total Population,2003,14209519.0
7046,Assam,Male,Total Population,2004,14425760.0
7047,Assam,Male,Total Population,2005,14642001.0
7048,Assam,Male,Total Population,2006,14858242.0
7049,Assam,Male,Total Population,2007,15074483.0
7050,Assam,Male,Total Population,2008,15290724.0
7051,Assam,Male,Total Population,2009,15506965.0
7052,Assam,Male,Total Population,2010,15723206.0
7053,Assam,Male,Total Population,2012,16155684.0
7054,Assam,Male,Total Population,2013,16371925.0
7055,Assam,Male,Total Population,2014,16588166.0
7056,West Bengal,Female,Below Primary,2001,3529953.0
7057,West Bengal,Female,Below Primary,2011,2972785.0
7058,West Bengal,Female,Below Primary,2002,3474237.0
7059,West Bengal,Female,Below Primary,2003,3418521.0
7060,West Bengal,Female,Below Primary,2004,3362805.0
7061,West Bengal,Female,Below Primary,2005,3307089.0
7062,West Bengal,Female,Below Primary,2006,3251373.0
7063,West Bengal,Female,Below Primary,2007,3195657.0
7064,West Bengal,Female,Below Primary,2008,3139941.0
7065,West Bengal,Female,Below Primary,2009,3084225.0
7066,West Bengal,Female,Below Primary,2010,3028509.0
7067,West Bengal,Female,Below Primary,2012,2917069.0
7068,West Bengal,Female,Below Primary,2013,2861353.0
7069,West Bengal,Female,Below Primary,2014,2805637.0
7070,West Bengal,Female,Graduate & Above,2001,79557.0
7071,West Bengal,Female,Graduate & Above,2011,272080.0
7072,West Bengal,Female,Graduate & Above,2002,98810.0
7073,West Bengal,Female,Graduate & Above,2003,118063.0
7074,West Bengal,Female,Graduate & Above,2004,137316.0
7075,West Bengal,Female,Graduate & Above,2005,156569.0
7076,West Bengal,Female,Graduate & Above,2006,175822.0
7077,West Bengal,Female,Graduate & Above,2007,195075.0
7078,West Bengal,Female,Graduate & Above,2008,214328.0
7079,West Bengal,Female,Graduate & Above,2009,233581.0
7080,West Bengal,Female,Graduate & Above,2010,252834.0
7081,West Bengal,Female,Graduate & Above,2012,291333.0
7082,West Bengal,Female,Graduate & Above,2013,310586.0
7083,West Bengal,Female,Graduate & Above,2014,329839.0
7084,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,221233.0
7085,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,454871.0
7086,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,244597.0
7087,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,267961.0
7088,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,291325.0
7089,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,314689.0
7090,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,338053.0
7091,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,361417.0
7092,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,384781.0
7093,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,408145.0
7094,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,431509.0
7095,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,478235.0
7096,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,501599.0
7097,West Bengal,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,524963.0
7098,West Bengal,Female,Literate Without Educational Level,2001,45594.0
7099,West Bengal,Female,Literate Without Educational Level,2011,123076.0
7100,West Bengal,Female,Literate Without Educational Level,2002,53343.0
7101,West Bengal,Female,Literate Without Educational Level,2003,61092.0
7102,West Bengal,Female,Literate Without Educational Level,2004,68841.0
7103,West Bengal,Female,Literate Without Educational Level,2005,76590.0
7104,West Bengal,Female,Literate Without Educational Level,2006,84339.0
7105,West Bengal,Female,Literate Without Educational Level,2007,92088.0
7106,West Bengal,Female,Literate Without Educational Level,2008,99837.0
7107,West Bengal,Female,Literate Without Educational Level,2009,107586.0
7108,West Bengal,Female,Literate Without Educational Level,2010,115335.0
7109,West Bengal,Female,Literate Without Educational Level,2012,130825.0
7110,West Bengal,Female,Literate Without Educational Level,2013,138574.0
7111,West Bengal,Female,Literate Without Educational Level,2014,146323.0
7112,West Bengal,Female,Matric/Secondary,2001,390550.0
7113,West Bengal,Female,Matric/Secondary,2011,898746.0
7114,West Bengal,Female,Matric/Secondary,2002,441370.0
7115,West Bengal,Female,Matric/Secondary,2003,492190.0
7116,West Bengal,Female,Matric/Secondary,2004,543010.0
7117,West Bengal,Female,Matric/Secondary,2005,593830.0
7118,West Bengal,Female,Matric/Secondary,2006,644650.0
7119,West Bengal,Female,Matric/Secondary,2007,695470.0
7120,West Bengal,Female,Matric/Secondary,2008,746290.0
7121,West Bengal,Female,Matric/Secondary,2009,797110.0
7122,West Bengal,Female,Matric/Secondary,2010,847930.0
7123,West Bengal,Female,Matric/Secondary,2012,949566.0
7124,West Bengal,Female,Matric/Secondary,2013,1000386.0
7125,West Bengal,Female,Matric/Secondary,2014,1051206.0
7126,West Bengal,Female,Middle,2001,769908.0
7127,West Bengal,Female,Middle,2011,1774093.0
7128,West Bengal,Female,Middle,2002,870327.0
7129,West Bengal,Female,Middle,2003,970746.0
7130,West Bengal,Female,Middle,2004,1071165.0
7131,West Bengal,Female,Middle,2005,1171584.0
7132,West Bengal,Female,Middle,2006,1272003.0
7133,West Bengal,Female,Middle,2007,1372422.0
7134,West Bengal,Female,Middle,2008,1472841.0
7135,West Bengal,Female,Middle,2009,1573260.0
7136,West Bengal,Female,Middle,2010,1673679.0
7137,West Bengal,Female,Middle,2012,1874512.0
7138,West Bengal,Female,Middle,2013,1974931.0
7139,West Bengal,Female,Middle,2014,2075350.0
7140,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,132.0
7141,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,1719.0
7142,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,291.0
7143,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,450.0
7144,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,609.0
7145,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,768.0
7146,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,927.0
7147,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,1086.0
7148,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2008,1245.0
7149,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2009,1404.0
7150,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2010,1563.0
7151,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2012,1878.0
7152,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2013,2037.0
7153,West Bengal,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2014,2196.0
7154,West Bengal,Female,Primary,2001,1771791.0
7155,West Bengal,Female,Primary,2011,2576174.0
7156,West Bengal,Female,Primary,2002,1852230.0
7157,West Bengal,Female,Primary,2003,1932669.0
7158,West Bengal,Female,Primary,2004,2013108.0
7159,West Bengal,Female,Primary,2005,2093547.0
7160,West Bengal,Female,Primary,2006,2173986.0
7161,West Bengal,Female,Primary,2007,2254425.0
7162,West Bengal,Female,Primary,2008,2334864.0
7163,West Bengal,Female,Primary,2009,2415303.0
7164,West Bengal,Female,Primary,2010,2495742.0
7165,West Bengal,Female,Primary,2012,2656613.0
7166,West Bengal,Female,Primary,2013,2737052.0
7167,West Bengal,Female,Primary,2014,2817491.0
7168,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2001,1443.0
7169,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2011,6468.0
7170,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2002,1946.0
7171,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2003,2449.0
7172,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2004,2952.0
7173,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2005,3455.0
7174,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2006,3958.0
7175,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2007,4461.0
7176,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2008,4964.0
7177,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2009,5467.0
7178,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2010,5970.0
7179,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2012,6971.0
7180,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2013,7474.0
7181,West Bengal,Female,Technical Diploma Or Certificate Not Equal To Degree,2014,7977.0
7182,West Bengal,Female,Unclassified,2001,1238.0
7183,West Bengal,Female,Unclassified,2011,32592.0
7184,West Bengal,Female,Unclassified,2002,4374.0
7185,West Bengal,Female,Unclassified,2003,7510.0
7186,West Bengal,Female,Unclassified,2004,10646.0
7187,West Bengal,Female,Unclassified,2005,13782.0
7188,West Bengal,Female,Unclassified,2006,16918.0
7189,West Bengal,Female,Unclassified,2007,20054.0
7190,West Bengal,Female,Unclassified,2008,23190.0
7191,West Bengal,Female,Unclassified,2009,26326.0
7192,West Bengal,Female,Unclassified,2010,29462.0
7193,West Bengal,Female,Unclassified,2012,35728.0
7194,West Bengal,Female,Unclassified,2013,38864.0
7195,West Bengal,Female,Unclassified,2014,42000.0
7196,West Bengal,Female,Illiterate,2001,919554.0
7197,West Bengal,Female,Illiterate,2011,915976.0
7198,West Bengal,Female,Illiterate,2002,919197.0
7199,West Bengal,Female,Illiterate,2003,918840.0
7200,West Bengal,Female,Illiterate,2004,918483.0
7201,West Bengal,Female,Illiterate,2005,918126.0
7202,West Bengal,Female,Illiterate,2006,917769.0
7203,West Bengal,Female,Illiterate,2007,917412.0
7204,West Bengal,Female,Illiterate,2008,917055.0
7205,West Bengal,Female,Illiterate,2009,916698.0
7206,West Bengal,Female,Illiterate,2010,916341.0
7207,West Bengal,Female,Illiterate,2012,915619.0
7208,West Bengal,Female,Illiterate,2013,915262.0
7209,West Bengal,Female,Illiterate,2014,914905.0
7210,West Bengal,Female,Literate,2001,6811399.0
7211,West Bengal,Female,Literate,2011,9112604.0
7212,West Bengal,Female,Literate,2002,7041520.0
7213,West Bengal,Female,Literate,2003,7271641.0
7214,West Bengal,Female,Literate,2004,7501762.0
7215,West Bengal,Female,Literate,2005,7731883.0
7216,West Bengal,Female,Literate,2006,7962004.0
7217,West Bengal,Female,Literate,2007,8192125.0
7218,West Bengal,Female,Literate,2008,8422246.0
7219,West Bengal,Female,Literate,2009,8652367.0
7220,West Bengal,Female,Literate,2010,8882488.0
7221,West Bengal,Female,Literate,2012,9342725.0
7222,West Bengal,Female,Literate,2013,9572846.0
7223,West Bengal,Female,Literate,2014,9802967.0
7224,West Bengal,Female,Population Attending Educational Institutions,2001,7730953.0
7225,West Bengal,Female,Population Attending Educational Institutions,2011,10028580.0
7226,West Bengal,Female,Population Attending Educational Institutions,2002,7960716.0
7227,West Bengal,Female,Population Attending Educational Institutions,2003,8190479.0
7228,West Bengal,Female,Population Attending Educational Institutions,2004,8420242.0
7229,West Bengal,Female,Population Attending Educational Institutions,2005,8650005.0
7230,West Bengal,Female,Population Attending Educational Institutions,2006,8879768.0
7231,West Bengal,Female,Population Attending Educational Institutions,2007,9109531.0
7232,West Bengal,Female,Population Attending Educational Institutions,2008,9339294.0
7233,West Bengal,Female,Population Attending Educational Institutions,2009,9569057.0
7234,West Bengal,Female,Population Attending Educational Institutions,2010,9798820.0
7235,West Bengal,Female,Population Attending Educational Institutions,2012,10258343.0
7236,West Bengal,Female,Population Attending Educational Institutions,2013,10488106.0
7237,West Bengal,Female,Population Attending Educational Institutions,2014,10717869.0
7238,West Bengal,Female,Total Population,2001,38710212.0
7239,West Bengal,Female,Total Population,2011,44467088.0
7240,West Bengal,Female,Total Population,2002,39285900.0
7241,West Bengal,Female,Total Population,2003,39861588.0
7242,West Bengal,Female,Total Population,2004,40437276.0
7243,West Bengal,Female,Total Population,2005,41012964.0
7244,West Bengal,Female,Total Population,2006,41588652.0
7245,West Bengal,Female,Total Population,2007,42164340.0
7246,West Bengal,Female,Total Population,2008,42740028.0
7247,West Bengal,Female,Total Population,2009,43315716.0
7248,West Bengal,Female,Total Population,2010,43891404.0
7249,West Bengal,Female,Total Population,2012,45042776.0
7250,West Bengal,Female,Total Population,2013,45618464.0
7251,West Bengal,Female,Total Population,2014,46194152.0
7252,West Bengal,Male,Below Primary,2001,3871835.0
7253,West Bengal,Male,Below Primary,2011,3203729.0
7254,West Bengal,Male,Below Primary,2002,3805025.0
7255,West Bengal,Male,Below Primary,2003,3738215.0
7256,West Bengal,Male,Below Primary,2004,3671405.0
7257,West Bengal,Male,Below Primary,2005,3604595.0
7258,West Bengal,Male,Below Primary,2006,3537785.0
7259,West Bengal,Male,Below Primary,2007,3470975.0
7260,West Bengal,Male,Below Primary,2008,3404165.0
7261,West Bengal,Male,Below Primary,2009,3337355.0
7262,West Bengal,Male,Below Primary,2010,3270545.0
7263,West Bengal,Male,Below Primary,2012,3136919.0
7264,West Bengal,Male,Below Primary,2013,3070109.0
7265,West Bengal,Male,Below Primary,2014,3003299.0
7266,West Bengal,Male,Graduate & Above,2001,166951.0
7267,West Bengal,Male,Graduate & Above,2011,453098.0
7268,West Bengal,Male,Graduate & Above,2002,195566.0
7269,West Bengal,Male,Graduate & Above,2003,224181.0
7270,West Bengal,Male,Graduate & Above,2004,252796.0
7271,West Bengal,Male,Graduate & Above,2005,281411.0
7272,West Bengal,Male,Graduate & Above,2006,310026.0
7273,West Bengal,Male,Graduate & Above,2007,338641.0
7274,West Bengal,Male,Graduate & Above,2008,367256.0
7275,West Bengal,Male,Graduate & Above,2009,395871.0
7276,West Bengal,Male,Graduate & Above,2010,424486.0
7277,West Bengal,Male,Graduate & Above,2012,481713.0
7278,West Bengal,Male,Graduate & Above,2013,510328.0
7279,West Bengal,Male,Graduate & Above,2014,538943.0
7280,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,394867.0
7281,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,634475.0
7282,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,418828.0
7283,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,442789.0
7284,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,466750.0
7285,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,490711.0
7286,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,514672.0
7287,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,538633.0
7288,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,562594.0
7289,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,586555.0
7290,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,610516.0
7291,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,658436.0
7292,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,682397.0
7293,West Bengal,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,706358.0
7294,West Bengal,Male,Literate Without Educational Level,2001,61222.0
7295,West Bengal,Male,Literate Without Educational Level,2011,138399.0
7296,West Bengal,Male,Literate Without Educational Level,2002,68940.0
7297,West Bengal,Male,Literate Without Educational Level,2003,76658.0
7298,West Bengal,Male,Literate Without Educational Level,2004,84376.0
7299,West Bengal,Male,Literate Without Educational Level,2005,92094.0
7300,West Bengal,Male,Literate Without Educational Level,2006,99812.0
7301,West Bengal,Male,Literate Without Educational Level,2007,107530.0
7302,West Bengal,Male,Literate Without Educational Level,2008,115248.0
7303,West Bengal,Male,Literate Without Educational Level,2009,122966.0
7304,West Bengal,Male,Literate Without Educational Level,2010,130684.0
7305,West Bengal,Male,Literate Without Educational Level,2012,146117.0
7306,West Bengal,Male,Literate Without Educational Level,2013,153835.0
7307,West Bengal,Male,Literate Without Educational Level,2014,161553.0
7308,West Bengal,Male,Matric/Secondary,2001,594306.0
7309,West Bengal,Male,Matric/Secondary,2011,1076592.0
7310,West Bengal,Male,Matric/Secondary,2002,642535.0
7311,West Bengal,Male,Matric/Secondary,2003,690764.0
7312,West Bengal,Male,Matric/Secondary,2004,738993.0
7313,West Bengal,Male,Matric/Secondary,2005,787222.0
7314,West Bengal,Male,Matric/Secondary,2006,835451.0
7315,West Bengal,Male,Matric/Secondary,2007,883680.0
7316,West Bengal,Male,Matric/Secondary,2008,931909.0
7317,West Bengal,Male,Matric/Secondary,2009,980138.0
7318,West Bengal,Male,Matric/Secondary,2010,1028367.0
7319,West Bengal,Male,Matric/Secondary,2012,1124821.0
7320,West Bengal,Male,Matric/Secondary,2013,1173050.0
7321,West Bengal,Male,Matric/Secondary,2014,1221279.0
7322,West Bengal,Male,Middle,2001,993346.0
7323,West Bengal,Male,Middle,2011,1716408.0
7324,West Bengal,Male,Middle,2002,1065653.0
7325,West Bengal,Male,Middle,2003,1137960.0
7326,West Bengal,Male,Middle,2004,1210267.0
7327,West Bengal,Male,Middle,2005,1282574.0
7328,West Bengal,Male,Middle,2006,1354881.0
7329,West Bengal,Male,Middle,2007,1427188.0
7330,West Bengal,Male,Middle,2008,1499495.0
7331,West Bengal,Male,Middle,2009,1571802.0
7332,West Bengal,Male,Middle,2010,1644109.0
7333,West Bengal,Male,Middle,2012,1788715.0
7334,West Bengal,Male,Middle,2013,1861022.0
7335,West Bengal,Male,Middle,2014,1933329.0
7336,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,506.0
7337,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,4416.0
7338,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,897.0
7339,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,1288.0
7340,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,1679.0
7341,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,2070.0
7342,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,2461.0
7343,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,2852.0
7344,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2008,3243.0
7345,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2009,3634.0
7346,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2010,4025.0
7347,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2012,4807.0
7348,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2013,5198.0
7349,West Bengal,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2014,5589.0
7350,West Bengal,Male,Primary,2001,2053409.0
7351,West Bengal,Male,Primary,2011,2599899.0
7352,West Bengal,Male,Primary,2002,2108058.0
7353,West Bengal,Male,Primary,2003,2162707.0
7354,West Bengal,Male,Primary,2004,2217356.0
7355,West Bengal,Male,Primary,2005,2272005.0
7356,West Bengal,Male,Primary,2006,2326654.0
7357,West Bengal,Male,Primary,2007,2381303.0
7358,West Bengal,Male,Primary,2008,2435952.0
7359,West Bengal,Male,Primary,2009,2490601.0
7360,West Bengal,Male,Primary,2010,2545250.0
7361,West Bengal,Male,Primary,2012,2654548.0
7362,West Bengal,Male,Primary,2013,2709197.0
7363,West Bengal,Male,Primary,2014,2763846.0
7364,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2001,8208.0
7365,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2011,29463.0
7366,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2002,10334.0
7367,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2003,12460.0
7368,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2004,14586.0
7369,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2005,16712.0
7370,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2006,18838.0
7371,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2007,20964.0
7372,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2008,23090.0
7373,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2009,25216.0
7374,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2010,27342.0
7375,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2012,31589.0
7376,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2013,33715.0
7377,West Bengal,Male,Technical Diploma Or Certificate Not Equal To Degree,2014,35841.0
7378,West Bengal,Male,Unclassified,2001,3262.0
7379,West Bengal,Male,Unclassified,2011,39568.0
7380,West Bengal,Male,Unclassified,2002,6893.0
7381,West Bengal,Male,Unclassified,2003,10524.0
7382,West Bengal,Male,Unclassified,2004,14155.0
7383,West Bengal,Male,Unclassified,2005,17786.0
7384,West Bengal,Male,Unclassified,2006,21417.0
7385,West Bengal,Male,Unclassified,2007,25048.0
7386,West Bengal,Male,Unclassified,2008,28679.0
7387,West Bengal,Male,Unclassified,2009,32310.0
7388,West Bengal,Male,Unclassified,2010,35941.0
7389,West Bengal,Male,Unclassified,2012,43199.0
7390,West Bengal,Male,Unclassified,2013,46830.0
7391,West Bengal,Male,Unclassified,2014,50461.0
7392,West Bengal,Male,Illiterate,2001,901337.0
7393,West Bengal,Male,Illiterate,2011,933191.0
7394,West Bengal,Male,Illiterate,2002,904523.0
7395,West Bengal,Male,Illiterate,2003,907709.0
7396,West Bengal,Male,Illiterate,2004,910895.0
7397,West Bengal,Male,Illiterate,2005,914081.0
7398,West Bengal,Male,Illiterate,2006,917267.0
7399,West Bengal,Male,Illiterate,2007,920453.0
7400,West Bengal,Male,Illiterate,2008,923639.0
7401,West Bengal,Male,Illiterate,2009,926825.0
7402,West Bengal,Male,Illiterate,2010,930011.0
7403,West Bengal,Male,Illiterate,2012,936377.0
7404,West Bengal,Male,Illiterate,2013,939563.0
7405,West Bengal,Male,Illiterate,2014,942749.0
7406,West Bengal,Male,Literate,2001,8147912.0
7407,West Bengal,Male,Literate,2011,9896047.0
7408,West Bengal,Male,Literate,2002,8322726.0
7409,West Bengal,Male,Literate,2003,8497540.0
7410,West Bengal,Male,Literate,2004,8672354.0
7411,West Bengal,Male,Literate,2005,8847168.0
7412,West Bengal,Male,Literate,2006,9021982.0
7413,West Bengal,Male,Literate,2007,9196796.0
7414,West Bengal,Male,Literate,2008,9371610.0
7415,West Bengal,Male,Literate,2009,9546424.0
7416,West Bengal,Male,Literate,2010,9721238.0
7417,West Bengal,Male,Literate,2012,10070861.0
