,State,Gender,Education,Year,Population
7418,West Bengal,Male,Literate,2013,10245675.0
7419,West Bengal,Male,Literate,2014,10420489.0
7420,West Bengal,Male,Population Attending Educational Institutions,2001,9049249.0
7421,West Bengal,Male,Population Attending Educational Institutions,2011,10829238.0
7422,West Bengal,Male,Population Attending Educational Institutions,2002,9227248.0
7423,West Bengal,Male,Population Attending Educational Institutions,2003,9405247.0
7424,West Bengal,Male,Population Attending Educational Institutions,2004,9583246.0
7425,West Bengal,Male,Population Attending Educational Institutions,2005,9761245.0
7426,West Bengal,Male,Population Attending Educational Institutions,2006,9939244.0
7427,West Bengal,Male,Population Attending Educational Institutions,2007,10117243.0
7428,West Bengal,Male,Population Attending Educational Institutions,2008,10295242.0
7429,West Bengal,Male,Population Attending Educational Institutions,2009,10473241.0
7430,West Bengal,Male,Population Attending Educational Institutions,2010,10651240.0
7431,West Bengal,Male,Population Attending Educational Institutions,2012,11007237.0
7432,West Bengal,Male,Population Attending Educational Institutions,2013,11185236.0
7433,West Bengal,Male,Population Attending Educational Institutions,2014,11363235.0
7434,West Bengal,Male,Total Population,2001,41465985.0
7435,West Bengal,Male,Total Population,2011,46809027.0
7436,West Bengal,Male,Total Population,2002,42000290.0
7437,West Bengal,Male,Total Population,2003,42534595.0
7438,West Bengal,Male,Total Population,2004,43068900.0
7439,West Bengal,Male,Total Population,2005,43603205.0
7440,West Bengal,Male,Total Population,2006,44137510.0
7441,West Bengal,Male,Total Population,2007,44671815.0
7442,West Bengal,Male,Total Population,2008,45206120.0
7443,West Bengal,Male,Total Population,2009,45740425.0
7444,West Bengal,Male,Total Population,2010,46274730.0
7445,West Bengal,Male,Total Population,2012,47343332.0
7446,West Bengal,Male,Total Population,2013,47877637.0
7447,West Bengal,Male,Total Population,2014,48411942.0
7448,Jharkhand,Female,Below Primary,2001,902867.0
7449,Jharkhand,Female,Below Primary,2011,1504879.0
7450,Jharkhand,Female,Below Primary,2002,963069.0
7451,Jharkhand,Female,Below Primary,2003,1023271.0
7452,Jharkhand,Female,Below Primary,2004,1083473.0
7453,Jharkhand,Female,Below Primary,2005,1143675.0
7454,Jharkhand,Female,Below Primary,2006,1203877.0
7455,Jharkhand,Female,Below Primary,2007,1264079.0
7456,Jharkhand,Female,Below Primary,2008,1324281.0
7457,Jharkhand,Female,Below Primary,2009,1384483.0
7458,Jharkhand,Female,Below Primary,2010,1444685.0
7459,Jharkhand,Female,Below Primary,2012,1565081.0
7460,Jharkhand,Female,Below Primary,2013,1625283.0
7461,Jharkhand,Female,Below Primary,2014,1685485.0
7462,Jharkhand,Female,Graduate & Above,2001,27204.0
7463,Jharkhand,Female,Graduate & Above,2011,89495.0
7464,Jharkhand,Female,Graduate & Above,2002,33434.0
7465,Jharkhand,Female,Graduate & Above,2003,39664.0
7466,Jharkhand,Female,Graduate & Above,2004,45894.0
7467,Jharkhand,Female,Graduate & Above,2005,52124.0
7468,Jharkhand,Female,Graduate & Above,2006,58354.0
7469,Jharkhand,Female,Graduate & Above,2007,64584.0
7470,Jharkhand,Female,Graduate & Above,2008,70814.0
7471,Jharkhand,Female,Graduate & Above,2009,77044.0
7472,Jharkhand,Female,Graduate & Above,2010,83274.0
7473,Jharkhand,Female,Graduate & Above,2012,95725.0
7474,Jharkhand,Female,Graduate & Above,2013,101955.0
7475,Jharkhand,Female,Graduate & Above,2014,108185.0
7476,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,86573.0
7477,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,241472.0
7478,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,102063.0
7479,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,117553.0
7480,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,133043.0
7481,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,148533.0
7482,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,164023.0
7483,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,179513.0
7484,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,195003.0
7485,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,210493.0
7486,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,225983.0
7487,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,256962.0
7488,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,272452.0
7489,Jharkhand,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,287942.0
7490,Jharkhand,Female,Literate Without Educational Level,2001,13428.0
7491,Jharkhand,Female,Literate Without Educational Level,2011,30822.0
7492,Jharkhand,Female,Literate Without Educational Level,2002,15168.0
7493,Jharkhand,Female,Literate Without Educational Level,2003,16908.0
7494,Jharkhand,Female,Literate Without Educational Level,2004,18648.0
7495,Jharkhand,Female,Literate Without Educational Level,2005,20388.0
7496,Jharkhand,Female,Literate Without Educational Level,2006,22128.0
7497,Jharkhand,Female,Literate Without Educational Level,2007,23868.0
7498,Jharkhand,Female,Literate Without Educational Level,2008,25608.0
7499,Jharkhand,Female,Literate Without Educational Level,2009,27348.0
7500,Jharkhand,Female,Literate Without Educational Level,2010,29088.0
7501,Jharkhand,Female,Literate Without Educational Level,2012,32562.0
7502,Jharkhand,Female,Literate Without Educational Level,2013,34302.0
7503,Jharkhand,Female,Literate Without Educational Level,2014,36042.0
7504,Jharkhand,Female,Matric/Secondary,2001,137052.0
7505,Jharkhand,Female,Matric/Secondary,2011,307798.0
7506,Jharkhand,Female,Matric/Secondary,2002,154127.0
7507,Jharkhand,Female,Matric/Secondary,2003,171202.0
7508,Jharkhand,Female,Matric/Secondary,2004,188277.0
7509,Jharkhand,Female,Matric/Secondary,2005,205352.0
7510,Jharkhand,Female,Matric/Secondary,2006,222427.0
7511,Jharkhand,Female,Matric/Secondary,2007,239502.0
7512,Jharkhand,Female,Matric/Secondary,2008,256577.0
7513,Jharkhand,Female,Matric/Secondary,2009,273652.0
7514,Jharkhand,Female,Matric/Secondary,2010,290727.0
7515,Jharkhand,Female,Matric/Secondary,2012,324873.0
7516,Jharkhand,Female,Matric/Secondary,2013,341948.0
7517,Jharkhand,Female,Matric/Secondary,2014,359023.0
7518,Jharkhand,Female,Middle,2001,260092.0
7519,Jharkhand,Female,Middle,2011,508489.0
7520,Jharkhand,Female,Middle,2002,284932.0
7521,Jharkhand,Female,Middle,2003,309772.0
7522,Jharkhand,Female,Middle,2004,334612.0
7523,Jharkhand,Female,Middle,2005,359452.0
7524,Jharkhand,Female,Middle,2006,384292.0
7525,Jharkhand,Female,Middle,2007,409132.0
7526,Jharkhand,Female,Middle,2008,433972.0
7527,Jharkhand,Female,Middle,2009,458812.0
7528,Jharkhand,Female,Middle,2010,483652.0
7529,Jharkhand,Female,Middle,2012,533329.0
7530,Jharkhand,Female,Middle,2013,558169.0
7531,Jharkhand,Female,Middle,2014,583009.0
7532,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,174.0
7533,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,1746.0
7534,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,332.0
7535,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,490.0
7536,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,648.0
7537,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,806.0
7538,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,964.0
7539,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,1122.0
7540,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2008,1280.0
7541,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2009,1438.0
7542,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2010,1596.0
7543,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2012,1904.0
7544,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2013,2062.0
7545,Jharkhand,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2014,2220.0
7546,Jharkhand,Female,Primary,2001,473335.0
7547,Jharkhand,Female,Primary,2011,1012076.0
7548,Jharkhand,Female,Primary,2002,527210.0
7549,Jharkhand,Female,Primary,2003,581085.0
7550,Jharkhand,Female,Primary,2004,634960.0
7551,Jharkhand,Female,Primary,2005,688835.0
7552,Jharkhand,Female,Primary,2006,742710.0
7553,Jharkhand,Female,Primary,2007,796585.0
7554,Jharkhand,Female,Primary,2008,850460.0
7555,Jharkhand,Female,Primary,2009,904335.0
7556,Jharkhand,Female,Primary,2010,958210.0
7557,Jharkhand,Female,Primary,2012,1065951.0
7558,Jharkhand,Female,Primary,2013,1119826.0
7559,Jharkhand,Female,Primary,2014,1173701.0
7560,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2001,269.0
7561,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2011,4186.0
7562,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2002,661.0
7563,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2003,1053.0
7564,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2004,1445.0
7565,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2005,1837.0
7566,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2006,2229.0
7567,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2007,2621.0
7568,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2008,3013.0
7569,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2009,3405.0
7570,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2010,3797.0
7571,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2012,4578.0
7572,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2013,4970.0
7573,Jharkhand,Female,Technical Diploma Or Certificate Not Equal To Degree,2014,5362.0
7574,Jharkhand,Female,Unclassified,2001,215.0
7575,Jharkhand,Female,Unclassified,2011,660.0
7576,Jharkhand,Female,Unclassified,2002,260.0
7577,Jharkhand,Female,Unclassified,2003,305.0
7578,Jharkhand,Female,Unclassified,2004,350.0
7579,Jharkhand,Female,Unclassified,2005,395.0
7580,Jharkhand,Female,Unclassified,2006,440.0
7581,Jharkhand,Female,Unclassified,2007,485.0
7582,Jharkhand,Female,Unclassified,2008,530.0
7583,Jharkhand,Female,Unclassified,2009,575.0
7584,Jharkhand,Female,Unclassified,2010,620.0
7585,Jharkhand,Female,Unclassified,2012,705.0
7586,Jharkhand,Female,Unclassified,2013,750.0
7587,Jharkhand,Female,Unclassified,2014,795.0
7588,Jharkhand,Female,Illiterate,2001,282848.0
7589,Jharkhand,Female,Illiterate,2011,510999.0
7590,Jharkhand,Female,Illiterate,2002,305664.0
7591,Jharkhand,Female,Illiterate,2003,328480.0
7592,Jharkhand,Female,Illiterate,2004,351296.0
7593,Jharkhand,Female,Illiterate,2005,374112.0
7594,Jharkhand,Female,Illiterate,2006,396928.0
7595,Jharkhand,Female,Illiterate,2007,419744.0
7596,Jharkhand,Female,Illiterate,2008,442560.0
7597,Jharkhand,Female,Illiterate,2009,465376.0
7598,Jharkhand,Female,Illiterate,2010,488192.0
7599,Jharkhand,Female,Illiterate,2012,533815.0
7600,Jharkhand,Female,Illiterate,2013,556631.0
7601,Jharkhand,Female,Illiterate,2014,579447.0
7602,Jharkhand,Female,Literate,2001,1901209.0
7603,Jharkhand,Female,Literate,2011,3701623.0
7604,Jharkhand,Female,Literate,2002,2081251.0
7605,Jharkhand,Female,Literate,2003,2261293.0
7606,Jharkhand,Female,Literate,2004,2441335.0
7607,Jharkhand,Female,Literate,2005,2621377.0
7608,Jharkhand,Female,Literate,2006,2801419.0
7609,Jharkhand,Female,Literate,2007,2981461.0
7610,Jharkhand,Female,Literate,2008,3161503.0
7611,Jharkhand,Female,Literate,2009,3341545.0
7612,Jharkhand,Female,Literate,2010,3521587.0
7613,Jharkhand,Female,Literate,2012,3881665.0
7614,Jharkhand,Female,Literate,2013,4061707.0
7615,Jharkhand,Female,Literate,2014,4241749.0
7616,Jharkhand,Female,Population Attending Educational Institutions,2001,2184057.0
7617,Jharkhand,Female,Population Attending Educational Institutions,2011,4212622.0
7618,Jharkhand,Female,Population Attending Educational Institutions,2002,2386914.0
7619,Jharkhand,Female,Population Attending Educational Institutions,2003,2589771.0
7620,Jharkhand,Female,Population Attending Educational Institutions,2004,2792628.0
7621,Jharkhand,Female,Population Attending Educational Institutions,2005,2995485.0
7622,Jharkhand,Female,Population Attending Educational Institutions,2006,3198342.0
7623,Jharkhand,Female,Population Attending Educational Institutions,2007,3401199.0
7624,Jharkhand,Female,Population Attending Educational Institutions,2008,3604056.0
7625,Jharkhand,Female,Population Attending Educational Institutions,2009,3806913.0
7626,Jharkhand,Female,Population Attending Educational Institutions,2010,4009770.0
7627,Jharkhand,Female,Population Attending Educational Institutions,2012,4415479.0
7628,Jharkhand,Female,Population Attending Educational Institutions,2013,4618336.0
7629,Jharkhand,Female,Population Attending Educational Institutions,2014,4821193.0
7630,Jharkhand,Female,Total Population,2001,13060792.0
7631,Jharkhand,Female,Total Population,2011,16057819.0
7632,Jharkhand,Female,Total Population,2002,13360495.0
7633,Jharkhand,Female,Total Population,2003,13660198.0
7634,Jharkhand,Female,Total Population,2004,13959901.0
7635,Jharkhand,Female,Total Population,2005,14259604.0
7636,Jharkhand,Female,Total Population,2006,14559307.0
7637,Jharkhand,Female,Total Population,2007,14859010.0
7638,Jharkhand,Female,Total Population,2008,15158713.0
7639,Jharkhand,Female,Total Population,2009,15458416.0
7640,Jharkhand,Female,Total Population,2010,15758119.0
7641,Jharkhand,Female,Total Population,2012,16357522.0
7642,Jharkhand,Female,Total Population,2013,16657225.0
7643,Jharkhand,Female,Total Population,2014,16956928.0
7644,Jharkhand,Male,Below Primary,2001,1200207.0
7645,Jharkhand,Male,Below Primary,2011,1630776.0
7646,Jharkhand,Male,Below Primary,2002,1243264.0
7647,Jharkhand,Male,Below Primary,2003,1286321.0
7648,Jharkhand,Male,Below Primary,2004,1329378.0
7649,Jharkhand,Male,Below Primary,2005,1372435.0
7650,Jharkhand,Male,Below Primary,2006,1415492.0
7651,Jharkhand,Male,Below Primary,2007,1458549.0
7652,Jharkhand,Male,Below Primary,2008,1501606.0
7653,Jharkhand,Male,Below Primary,2009,1544663.0
7654,Jharkhand,Male,Below Primary,2010,1587720.0
7655,Jharkhand,Male,Below Primary,2012,1673833.0
7656,Jharkhand,Male,Below Primary,2013,1716890.0
7657,Jharkhand,Male,Below Primary,2014,1759947.0
7658,Jharkhand,Male,Graduate & Above,2001,74469.0
7659,Jharkhand,Male,Graduate & Above,2011,173348.0
7660,Jharkhand,Male,Graduate & Above,2002,84357.0
7661,Jharkhand,Male,Graduate & Above,2003,94245.0
7662,Jharkhand,Male,Graduate & Above,2004,104133.0
7663,Jharkhand,Male,Graduate & Above,2005,114021.0
7664,Jharkhand,Male,Graduate & Above,2006,123909.0
7665,Jharkhand,Male,Graduate & Above,2007,133797.0
7666,Jharkhand,Male,Graduate & Above,2008,143685.0
7667,Jharkhand,Male,Graduate & Above,2009,153573.0
7668,Jharkhand,Male,Graduate & Above,2010,163461.0
7669,Jharkhand,Male,Graduate & Above,2012,183236.0
7670,Jharkhand,Male,Graduate & Above,2013,193124.0
7671,Jharkhand,Male,Graduate & Above,2014,203012.0
7672,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,182787.0
7673,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,417937.0
7674,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,206302.0
7675,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,229817.0
7676,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,253332.0
7677,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,276847.0
7678,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,300362.0
7679,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,323877.0
7680,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,347392.0
7681,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,370907.0
7682,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,394422.0
7683,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,441452.0
7684,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,464967.0
7685,Jharkhand,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,488482.0
7686,Jharkhand,Male,Literate Without Educational Level,2001,17400.0
7687,Jharkhand,Male,Literate Without Educational Level,2011,43776.0
7688,Jharkhand,Male,Literate Without Educational Level,2002,20038.0
7689,Jharkhand,Male,Literate Without Educational Level,2003,22676.0
7690,Jharkhand,Male,Literate Without Educational Level,2004,25314.0
7691,Jharkhand,Male,Literate Without Educational Level,2005,27952.0
